,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
13,6918953,https://tj.yourpupspal.com/checkpoint/deliverynotice/datastructure/go/login.php?cmd=login_submit&amp;id=37b4c06eb5ba79c03f32808703158a3837b4c06eb5ba79c03f32808703158a38&amp;session=37b4c06eb5ba79c03f32808703158a3837b4c06eb5ba79c03f32808703158a38,http://www.phishtank.com/phish_detail.php?phish_id=6918953,2021-01-12T14:03:33+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
14,6918951,https://serviceinfogera.ddns.net/login,http://www.phishtank.com/phish_detail.php?phish_id=6918951,2021-01-12T14:03:29+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
15,6918952,https://serviceinfogera.ddns.net/login/,http://www.phishtank.com/phish_detail.php?phish_id=6918952,2021-01-12T14:03:29+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
16,6918950,https://ref774.com/hmgovuk-refund/banks/online.citi.eu/Login.php?sslchannel=true&amp;s[0]=,http://www.phishtank.com/phish_detail.php?phish_id=6918950,2021-01-12T14:03:23+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
17,6918949,https://ref774.com/hmgovuk-refund/banks/online.citi.eu/Login.php?sslchannel=true&sessionid=Bq2BPg6DrneMAPgmsP248VgTHPOQ5U1cMPteS3pVA2IgRPgFK7bMRdwiTLS7TzvPvGF7ZCb8qoMZTqzJN4sGBuNPmzlwlz3vWlnc4ttnLf0sOQFo5EHbMAHshlM1rqjWXW,http://www.phishtank.com/phish_detail.php?phish_id=6918949,2021-01-12T14:03:20+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
18,6918948,https://ref774.com/hmgovuk-refund/banks/online.citi.eu,http://www.phishtank.com/phish_detail.php?phish_id=6918948,2021-01-12T14:03:19+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
19,6918946,https://payee-authenticate.com/Halifax,http://www.phishtank.com/phish_detail.php?phish_id=6918946,2021-01-12T14:03:15+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
20,6918947,https://payee-authenticate.com/Halifax/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918947,2021-01-12T14:03:15+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
21,6918945,https://objectstorage.us-sanjose-1.oraclecloud.com/n/axdpslbednay/b/moon/o/index2.html,http://www.phishtank.com/phish_detail.php?phish_id=6918945,2021-01-12T14:03:11+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
22,6918943,https://newpayee-unrecognised-online.com/lloyds,http://www.phishtank.com/phish_detail.php?phish_id=6918943,2021-01-12T14:03:06+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
23,6918944,https://newpayee-unrecognised-online.com/lloyds/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918944,2021-01-12T14:03:06+00:00,yes,2021-01-12T14:16:34+00:00,yes,Other
24,6918931,https://www.home.bt-infoupdate.com/account/index?ac=bt,http://www.phishtank.com/phish_detail.php?phish_id=6918931,2021-01-12T14:02:32+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
25,6918923,https://mabanqpostalefr.kinsta.cloud/postale/security-support100485/postale/fbs,http://www.phishtank.com/phish_detail.php?phish_id=6918923,2021-01-12T14:02:03+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
26,6918924,https://mabanqpostalefr.kinsta.cloud/postale/security-support100485/postale/fbs/,http://www.phishtank.com/phish_detail.php?phish_id=6918924,2021-01-12T14:02:03+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
27,6918922,https://linenking.co.nz/ddd/DHLa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6918922,2021-01-12T14:01:58+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
28,6918921,https://lectiocolombia.com/wp-content/onlin/1e69276e3d5650de297e980aa4f59671/,http://www.phishtank.com/phish_detail.php?phish_id=6918921,2021-01-12T14:01:55+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
29,6918920,https://lectiocolombia.com/wp-content/onlin/1e69276e3d5650de297e980aa4f59671,http://www.phishtank.com/phish_detail.php?phish_id=6918920,2021-01-12T14:01:54+00:00,yes,2021-01-12T14:07:56+00:00,yes,Other
30,6918919,https://hmrc-online-uk.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918919,2021-01-12T14:01:50+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
31,6918917,http://servitout.ca/wp-content/themes/sydney/inc/b2020123/1/run,http://www.phishtank.com/phish_detail.php?phish_id=6918917,2021-01-12T14:01:43+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
32,6918916,https://code-generator.org/mon/DHLa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6918916,2021-01-12T14:01:38+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
33,6918915,https://betaalpas-vervangproces.info/pin.html,http://www.phishtank.com/phish_detail.php?phish_id=6918915,2021-01-12T14:01:34+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
34,6918914,https://betaalpas-vervangproces.info/gegevens.html,http://www.phishtank.com/phish_detail.php?phish_id=6918914,2021-01-12T14:01:30+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
35,6918913,https://betaalpas-vervangproces.info/bedankt.html,http://www.phishtank.com/phish_detail.php?phish_id=6918913,2021-01-12T14:01:27+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
36,6918912,https://attemptedlogin-services.com/Halifax/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918912,2021-01-12T14:01:22+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
37,6918911,https://attemptedlogin-services.com/Halifax,http://www.phishtank.com/phish_detail.php?phish_id=6918911,2021-01-12T14:01:22+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
38,6918909,https://agences-cli-posta-le-co-uk.stackstaging.com/connexion/mot-de-passe/fbs/proc1.php,http://www.phishtank.com/phish_detail.php?phish_id=6918909,2021-01-12T14:01:17+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
39,6918908,https://abn-vervangend.info/pin.html,http://www.phishtank.com/phish_detail.php?phish_id=6918908,2021-01-12T14:01:13+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
40,6918907,https://abn-vervangend.info/gegevens.html,http://www.phishtank.com/phish_detail.php?phish_id=6918907,2021-01-12T14:01:09+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
41,6918906,https://abn-vervangend.info/bedankt.html,http://www.phishtank.com/phish_detail.php?phish_id=6918906,2021-01-12T14:01:05+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
42,6918905,http://removepayee-lloyds.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918905,2021-01-12T14:01:00+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
43,6918904,http://relitechinfosys.com/https/BNNP/,http://www.phishtank.com/phish_detail.php?phish_id=6918904,2021-01-12T14:00:56+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
44,6918903,http://relitechinfosys.com/https/BNNP,http://www.phishtank.com/phish_detail.php?phish_id=6918903,2021-01-12T14:00:55+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
45,6918902,http://payee-securemanage.com/halifax/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918902,2021-01-12T14:00:52+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
46,6918901,http://payee-securemanage.com/halifax,http://www.phishtank.com/phish_detail.php?phish_id=6918901,2021-01-12T14:00:51+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
47,6918900,http://mypayee-remove-mylloyds.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918900,2021-01-12T14:00:47+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
48,6918899,http://majoritybitter.com/service.operation/facebook/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6918899,2021-01-12T14:00:43+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
49,6918898,http://mail.netflixpartycanada.com/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6918898,2021-01-12T14:00:39+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
50,6918897,http://dhlservices.dhcp.biz/u.php,http://www.phishtank.com/phish_detail.php?phish_id=6918897,2021-01-12T14:00:34+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
51,6918896,http://device-authorisations.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918896,2021-01-12T14:00:30+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
52,6918895,http://case-review4530.xyz/cc3.php,http://www.phishtank.com/phish_detail.php?phish_id=6918895,2021-01-12T14:00:26+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
53,6918894,http://added-payee-mylloyds.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918894,2021-01-12T14:00:22+00:00,yes,2021-01-12T14:07:09+00:00,yes,Other
54,6918877,https://support-4bhf8eo7-league-of-legends.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918877,2021-01-12T13:14:13+00:00,yes,2021-01-12T13:21:39+00:00,yes,Other
55,6918876,https://derechossencuestahn.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918876,2021-01-12T13:13:35+00:00,yes,2021-01-12T13:21:40+00:00,yes,Google
56,6918847,https://attmnetlivehotmaildomainlogin.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918847,2021-01-12T12:26:39+00:00,yes,2021-01-12T12:29:55+00:00,yes,Other
57,6918846,https://tinyurl.com/y5mqxsc7,http://www.phishtank.com/phish_detail.php?phish_id=6918846,2021-01-12T12:26:38+00:00,yes,2021-01-12T12:29:55+00:00,yes,Other
58,6918845,https://attda1.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918845,2021-01-12T12:26:28+00:00,yes,2021-01-12T12:29:08+00:00,yes,Other
59,6918844,https://att202l.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918844,2021-01-12T12:25:59+00:00,yes,2021-01-12T12:29:08+00:00,yes,Other
60,6918843,https://cann-verification-ref28564.business-produktiv.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918843,2021-01-12T12:23:09+00:00,yes,2021-01-12T12:27:35+00:00,yes,Other
61,6918822,http://prestige-art.ehost.tj/1/,http://www.phishtank.com/phish_detail.php?phish_id=6918822,2021-01-12T12:04:17+00:00,yes,2021-01-12T12:06:45+00:00,yes,Other
62,6918821,https://banquepopulaire-securpassvhost141234.lowhost.ru/DS54SQX45S7C5C4D5S78FDV78F54VSD54CS54X45CD45D5DS5CD55/ovh/2ezmde=/,http://www.phishtank.com/phish_detail.php?phish_id=6918821,2021-01-12T12:04:16+00:00,yes,2021-01-12T12:06:45+00:00,yes,Other
63,6918818,https://user-terms2049.com/egg.php?secret_key=zhlsdpuqw1en5j4gck3f279vtiayom,http://www.phishtank.com/phish_detail.php?phish_id=6918818,2021-01-12T11:58:17+00:00,yes,2021-01-12T12:06:45+00:00,yes,PayPal
64,6918817,https://user-terms2049.com,http://www.phishtank.com/phish_detail.php?phish_id=6918817,2021-01-12T11:58:16+00:00,yes,2021-01-12T12:06:45+00:00,yes,PayPal
65,6918816,https://icancel-iverify-removal.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918816,2021-01-12T11:55:45+00:00,yes,2021-01-12T12:06:45+00:00,yes,NatWest Bank
66,6918815,https://icancel-iverify-removal.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918815,2021-01-12T11:55:44+00:00,yes,2021-01-12T12:06:45+00:00,yes,NatWest Bank
67,6918812,https://hsbcsecurity.session173409.info/alerts/,http://www.phishtank.com/phish_detail.php?phish_id=6918812,2021-01-12T11:54:42+00:00,yes,2021-01-12T12:05:10+00:00,yes,HSBC Group
68,6918811,https://hsbcsecurity.session1178823.info/alerts/,http://www.phishtank.com/phish_detail.php?phish_id=6918811,2021-01-12T11:53:14+00:00,yes,2021-01-12T12:05:10+00:00,yes,HSBC Group
69,6918808,https://hmukgov-tax-refund.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918808,2021-01-12T11:44:03+00:00,yes,2021-01-12T12:04:23+00:00,yes,Her Majesty's Revenue and Customs
70,6918807,https://govuk-claimtaxrebate.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918807,2021-01-12T11:41:46+00:00,yes,2021-01-12T12:04:23+00:00,yes,Her Majesty's Revenue and Customs
71,6918799,https://deregister-newpaired-device.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918799,2021-01-12T11:31:37+00:00,yes,2021-01-12T12:03:36+00:00,yes,Halifax
72,6918798,https://deregister-newpaired-device.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918798,2021-01-12T11:31:36+00:00,yes,2021-01-12T12:03:36+00:00,yes,Halifax
73,6918794,https://deregister-device-securelloyd.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918794,2021-01-12T11:29:29+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
74,6918795,https://deregister-device-securelloyd.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918795,2021-01-12T11:29:29+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
75,6918793,https://confirm-mypayment.com/lloyds/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918793,2021-01-12T11:26:49+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
76,6918792,https://confirm-mydetails.com/lloyds/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918792,2021-01-12T11:26:00+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
77,6918789,https://confirm-my-newtransfers.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918789,2021-01-12T11:25:01+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
78,6918790,https://confirm-my-newtransfers.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918790,2021-01-12T11:25:01+00:00,yes,2021-01-12T12:02:49+00:00,yes,Lloyds Bank
79,6918781,https://acarpellous-bluepri.000webhostapp.com/particulares.bci/,http://www.phishtank.com/phish_detail.php?phish_id=6918781,2021-01-12T11:19:05+00:00,yes,2021-01-12T12:02:01+00:00,yes,Other
80,6918782,https://clear-securityalert.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918782,2021-01-12T11:19:05+00:00,yes,2021-01-12T12:02:01+00:00,yes,Lloyds Bank
81,6918783,https://clear-securityalert.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918783,2021-01-12T11:19:05+00:00,yes,2021-01-12T12:02:01+00:00,yes,Lloyds Bank
82,6918778,https://acarpellous-bluepri.000webhostapp.com/BCIempresas/,http://www.phishtank.com/phish_detail.php?phish_id=6918778,2021-01-12T11:18:01+00:00,yes,2021-01-12T12:02:01+00:00,yes,Other
83,6918776,https://cancellation-issue-payee.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918776,2021-01-12T11:17:58+00:00,yes,2021-01-12T12:02:01+00:00,yes,Lloyds Bank
84,6918777,https://cancellation-issue-payee.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6918777,2021-01-12T11:17:58+00:00,yes,2021-01-12T12:02:01+00:00,yes,Lloyds Bank
85,6918773,https://britishtelecommunicationdfgh.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918773,2021-01-12T11:14:39+00:00,yes,2021-01-12T12:01:13+00:00,yes,Other
86,6918763,http://pl.bitcoin-now.tiptopko5.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918763,2021-01-12T11:06:48+00:00,yes,2021-01-12T11:15:52+00:00,yes,Other
87,6918757,https://authorise-request.co.uk/hsbc,http://www.phishtank.com/phish_detail.php?phish_id=6918757,2021-01-12T10:49:55+00:00,yes,2021-01-12T10:52:41+00:00,yes,HSBC Group
88,6918754,https://authorise-mytransactions.live/hsbc,http://www.phishtank.com/phish_detail.php?phish_id=6918754,2021-01-12T10:48:32+00:00,yes,2021-01-12T10:51:54+00:00,yes,HSBC Group
89,6918747,http://view-alertverification.com/hsbc/,http://www.phishtank.com/phish_detail.php?phish_id=6918747,2021-01-12T10:38:31+00:00,yes,2021-01-12T10:41:04+00:00,yes,HSBC Group
90,6918745,http://ukresidential-servicesupport.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918745,2021-01-12T10:36:54+00:00,yes,2021-01-12T10:41:04+00:00,yes,Her Majesty's Revenue and Customs
91,6918736,https://oxrqasabzy.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=6918736,2021-01-12T10:29:46+00:00,yes,2021-01-12T10:40:17+00:00,yes,Other
92,6918712,https://ingbanco.cc/login/,http://www.phishtank.com/phish_detail.php?phish_id=6918712,2021-01-12T10:01:13+00:00,yes,2021-01-12T10:07:08+00:00,yes,ING Direct
93,6918709,http://finanse.malopolska.pl/wp-admin/pho/8/hold/1.html,http://www.phishtank.com/phish_detail.php?phish_id=6918709,2021-01-12T10:00:26+00:00,yes,2021-01-12T10:07:08+00:00,yes,Other
94,6918704,https://vps3org3.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918704,2021-01-12T09:55:35+00:00,yes,2021-01-12T10:57:21+00:00,yes,Netflix
95,6918689,https://sucursalproductos-web.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918689,2021-01-12T09:22:57+00:00,yes,2021-01-12T09:25:24+00:00,yes,Other
96,6918688,https://beyonces-queenb-collection.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918688,2021-01-12T09:21:53+00:00,yes,2021-01-12T09:25:24+00:00,yes,Other
97,6918685,https://paxful-close-open-trade.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918685,2021-01-12T09:20:09+00:00,yes,2021-01-12T09:25:24+00:00,yes,Google
98,6918684,https://information-updateuk-ee.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918684,2021-01-12T09:18:25+00:00,yes,2021-01-12T09:25:24+00:00,yes,Other
99,6918683,https://mail-ancpi-ro.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918683,2021-01-12T09:17:51+00:00,yes,2021-01-12T09:23:04+00:00,yes,Special
100,6918676,https://ee.paymonthly-renewal-auth.com/Login.php?sslchannel=true&sessionid=lUUIrbiRGA4EHIA4cSXwhYjnl5oM0JxLvqIYmUwdOuZMZqGy2GpRztDSdqu5XnQ7WjuxGk2vogiaFEFx35qNLCxC9s32wULvD8ztuMjgtYi0Cts84TsAZDnj5g28i2lc8w,http://www.phishtank.com/phish_detail.php?phish_id=6918676,2021-01-12T09:10:24+00:00,yes,2021-01-12T09:14:31+00:00,yes,Other
101,6918675,https://ee.paymonthly-renewal-auth.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918675,2021-01-12T09:10:23+00:00,yes,2021-01-12T09:14:31+00:00,yes,Other
102,6918671,https://my3.billing-paymentcard.com/log.php,http://www.phishtank.com/phish_detail.php?phish_id=6918671,2021-01-12T09:06:24+00:00,yes,2021-01-12T09:14:31+00:00,yes,Other
103,6918670,https://my3.billing-paymentcard.com,http://www.phishtank.com/phish_detail.php?phish_id=6918670,2021-01-12T09:06:23+00:00,yes,2021-01-12T09:14:31+00:00,yes,Other
104,6918667,https://join-buruan-grup-bokep.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918667,2021-01-12T09:02:27+00:00,yes,2021-01-12T09:10:34+00:00,yes,Facebook
105,6918666,https://neue-nachricht-45896.kanzlei-gohr.de/82.165.232.19/?p=index&domain,http://www.phishtank.com/phish_detail.php?phish_id=6918666,2021-01-12T08:55:54+00:00,yes,2021-01-12T09:09:47+00:00,yes,Other
106,6918663,https://ktfake.wadwa.top/,http://www.phishtank.com/phish_detail.php?phish_id=6918663,2021-01-12T08:50:21+00:00,yes,2021-01-12T09:09:47+00:00,yes,Other
107,6918656,http://heightgain.physioboost.net/index.html?jhBgVdSEQAZSXDRcFvgHBnjOMmmKIjnHBUgyVtFCcRESXRDCfVGBH,http://www.phishtank.com/phish_detail.php?phish_id=6918656,2021-01-12T08:43:50+00:00,yes,2021-01-12T09:08:14+00:00,yes,Other
108,6918641,https://olx.pl-konto.live/item/126578537,http://www.phishtank.com/phish_detail.php?phish_id=6918641,2021-01-12T08:28:11+00:00,yes,2021-01-12T09:05:54+00:00,yes,Other
109,6918637,http://espaceperso.monster/listes/fidelio/index2.html,http://www.phishtank.com/phish_detail.php?phish_id=6918637,2021-01-12T08:20:30+00:00,yes,2021-01-12T09:05:07+00:00,yes,Other
110,6918635,http://services-vodafone.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918635,2021-01-12T08:19:53+00:00,yes,2021-01-12T09:05:07+00:00,yes,Vodafone
111,6918632,https://medident.com.my/netbankar/bankar/home/,http://www.phishtank.com/phish_detail.php?phish_id=6918632,2021-01-12T08:06:47+00:00,yes,2021-01-12T09:05:07+00:00,yes,Other
112,6918631,http://medident.com.my/netbankar/bankar/home,http://www.phishtank.com/phish_detail.php?phish_id=6918631,2021-01-12T08:06:43+00:00,yes,2021-01-12T09:05:07+00:00,yes,Other
113,6918630,http://vpmo.online/readme.htm,http://www.phishtank.com/phish_detail.php?phish_id=6918630,2021-01-12T08:06:20+00:00,yes,2021-01-12T09:05:07+00:00,yes,Other
114,6918617,http://pristonoil.de/wp-content/themes/deep/index.html?ihBgVdSEQ@ZS*DRcFvgHBniMOmmK|inHBUgyVtFCcRES*RDCfVGBH,http://www.phishtank.com/phish_detail.php?phish_id=6918617,2021-01-12T07:54:36+00:00,yes,2021-01-12T09:02:45+00:00,yes,Other
115,6918615,http://arnasdon.xyz/wp-content/themes/deep/index.html?ihBgVdSEQAZ$*DRcFvgHBnjM0mmKIjnHBUgyVtFCcRE$*RDCfVGBH,http://www.phishtank.com/phish_detail.php?phish_id=6918615,2021-01-12T07:40:45+00:00,yes,2021-01-12T09:02:45+00:00,yes,Other
116,6918598,https://portaleservicerevalidationcz.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6918598,2021-01-12T07:17:06+00:00,yes,2021-01-12T08:28:11+00:00,yes,Microsoft
117,6918562,http://jpot-a.top/cjp.html,http://www.phishtank.com/phish_detail.php?phish_id=6918562,2021-01-12T05:32:13+00:00,yes,2021-01-12T09:00:24+00:00,yes,Other
118,6918510,http://mic.ac.ke/wp-content/themes/deep/index.html?jhBgVdSEQAZSXDRcFvgHBnjMOmmKIinHBUgyVtFCcRE$XRDCfVGBH,http://www.phishtank.com/phish_detail.php?phish_id=6918510,2021-01-12T03:18:42+00:00,yes,2021-01-12T06:34:39+00:00,yes,Other
119,6918471,http://tharschoolosian.org/css/home/confirm.php?cmd=login_submit&amp;id=6bc0f7559964a1367e6dff08456a8bfa6bc0f7559964a1367e6dff08456a8bfa&amp;session=6bc0f7559964a1367e6dff08456a8bfa6bc0f7559964a1367e6dff08456a8bfa,http://www.phishtank.com/phish_detail.php?phish_id=6918471,2021-01-12T02:07:37+00:00,yes,2021-01-12T05:34:01+00:00,yes,Other
120,6918470,http://tharschoolosian.org/css/home/login.php?cmd=login_submit&id=fa1e5201d43c7a651bcd250809723443fa1e5201d43c7a651bcd250809723443&session=fa1e5201d43c7a651bcd250809723443fa1e5201d43c7a651bcd250809723443,http://www.phishtank.com/phish_detail.php?phish_id=6918470,2021-01-12T02:07:34+00:00,yes,2021-01-12T05:34:01+00:00,yes,Other
121,6918469,http://tharschoolosian.org/css/home/,http://www.phishtank.com/phish_detail.php?phish_id=6918469,2021-01-12T02:07:33+00:00,yes,2021-01-12T05:34:01+00:00,yes,Other
122,6918468,http://tharschoolosian.org/css/home/info.php?cmd=login_submit&amp;id=f6188464f5c3405383c03a2c1c257a9df6188464f5c3405383c03a2c1c257a9d&amp;session=f6188464f5c3405383c03a2c1c257a9df6188464f5c3405383c03a2c1c257a9d,http://www.phishtank.com/phish_detail.php?phish_id=6918468,2021-01-12T02:07:29+00:00,yes,2021-01-12T05:34:01+00:00,yes,Other
123,6918467,http://tharschoolosian.org/css/home/confirm.php?cmd=login_submit&amp;id=921d348cd9f9645e29d8193efac258d2921d348cd9f9645e29d8193efac258d2&amp;session=921d348cd9f9645e29d8193efac258d2921d348cd9f9645e29d8193efac258d2,http://www.phishtank.com/phish_detail.php?phish_id=6918467,2021-01-12T02:07:24+00:00,yes,2021-01-12T05:34:01+00:00,yes,Other
124,6918466,http://tharschoolosian.org/css/home/login.php?cmd=login_submit&amp;id=d4d1c4d4231f7a148d16769367e52a6ad4d1c4d4231f7a148d16769367e52a6a&amp;session=d4d1c4d4231f7a148d16769367e52a6ad4d1c4d4231f7a148d16769367e52a6a,http://www.phishtank.com/phish_detail.php?phish_id=6918466,2021-01-12T02:07:20+00:00,yes,2021-01-12T05:33:14+00:00,yes,Other
